Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	934	93	67	133	10	83392	67	whole_screen		4,37768	2651	2651	2651	2651	1	83392	2651	2667	2				
Recording178	kaije	Kaije_trials13-15	d12-dilating	1	d12-dilating	whole_screen	5412	94185	4963	1654	947	2985	3	0	1031	whole_screen	whole_screen	3,93077	5412	5412	5412	5412	1	0	5412	5412	0				
Recording178	kaije	Kaije_trials13-15	grey_screen	1	grey_screen	whole_screen	4813	61580	2108	422	70	620	5	0	620	whole_screen	whole_screen	3,85871	2158	719	383	1187	3	0	1187	2193	1	1737		63,05	
Recording178	kaije	Kaije_trials13-15	grey_screen	2	grey_screen	whole_screen	4646	73270	693	693	693	693	1	0	693	whole_screen		3,85003	693	693	693	693	1	0	693	693	0				
Recording178	kaije	Kaije_trials13-15	grey_screen	3	grey_screen	whole_screen	4580	88739	1170	195	83	420	6	177	83	whole_screen	whole_screen	3,65111	1770	885	853	917	2	177	917	1803	1				
Recording178	kaije	Kaije_trials13-15	h07-dilating	1	h07-dilating	whole_screen	5595	83145	2938	1469	83	2855	2	0	2855	whole_screen		3,84827	2938	1469	83	2855	2	0	2855	2971	0				
Recording178	kaije	Kaije_trials13-15	h09-constr	1	h09-constr	whole_screen	5612	67658	5328	1776	134	4325	3	0	869	whole_screen	whole_screen	3,83786	5345	2673	869	4476	2	0	869	5345	0				
Recording178	kaije	Kaije_trials13-15	Entire Recording	1	Bunny_eating (online-video-cutter.com),d12-dilating,grey_screen,h07-dilating,h09-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	99800	0	2938	1469	83	2855	2	83145	2855	whole_screen		3,84827	2938	1469	83	2855	2	83145	2855	2971	0				
Recording178	kaije	Kaije_trials13-15	Entire Recording	1	Bunny_eating (online-video-cutter.com),d12-dilating,grey_screen,h07-dilating,h09-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	99800	0	4963	1654	947	2985	3	94185	1031	whole_screen		3,93077	5412	5412	5412	5412	1	94185	5412	5412	0				
Recording178	kaije	Kaije_trials13-15	Entire Recording	1	Bunny_eating (online-video-cutter.com),d12-dilating,grey_screen,h07-dilating,h09-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	99800	0	5328	1776	134	4325	3	67658	869	whole_screen		3,83786	5345	2673	869	4476	2	67658	869	5345	0				
Recording178	kaije	Kaije_trials13-15	Entire Recording	1	Bunny_eating (online-video-cutter.com),d12-dilating,grey_screen,h07-dilating,h09-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	99800	0	3971	331	70	693	12	61580	620	whole_screen		3,79612	4621	770	383	1187	6	61580	1187	4690	2	63317		63,05	
Recording152	jazz	Jazz_trials31-33	b01-constr	1	b01-constr	whole_screen	5445	193765	67	67	67	67	1	266	67	whole_screen		2,27898	67	67	67	67	1	266	67	100	0				
Recording152	jazz	Jazz_trials31-33	b11-constr	1	b11-constr	whole_screen	5595	154466	84	84	84	84	1	507	84	whole_screen		2,28734	84	84	84	84	1	507	84	84	0				
Recording152	jazz	Jazz_trials31-33	d12-constr	1	d12-constr	whole_screen	5595	174565	126	126	126	126	1	3641	126	whole_screen		2,81157	126	126	126	126	1	3641	126	161	0				
Recording152	jazz	Jazz_trials31-33	grey_screen	1	grey_screen	whole_screen	5129	136032	0				0						0				0			0	0				
Recording152	jazz	Jazz_trials31-33	grey_screen	2	grey_screen	whole_screen	4796	160061	0				0						0				0			0	0				
Recording152	jazz	Jazz_trials31-33	grey_screen	3	grey_screen	whole_screen	4563	180160	0				0						0				0			0	0				
Recording152	jazz	Jazz_trials31-33	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b01-constr,b11-constr,d12-constr,grey_screen,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),snow_cat	whole_screen	199408	0	84	84	84	84	1	154973	84	whole_screen		2,28734	84	84	84	84	1	154973	84	84	0				
Recording152	jazz	Jazz_trials31-33	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b01-constr,b11-constr,d12-constr,grey_screen,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),snow_cat	whole_screen	199408	0	0				0			whole_screen			0				0			0	0				
Recording152	jazz	Jazz_trials31-33	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b01-constr,b11-constr,d12-constr,grey_screen,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),snow_cat	whole_screen	199408	0	67	67	67	67	1	194031	67	whole_screen		2,27898	67	67	67	67	1	194031	67	100	0				
Recording152	jazz	Jazz_trials31-33	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b01-constr,b11-constr,d12-constr,grey_screen,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),snow_cat	whole_screen	199408	0	126	126	126	126	1	178206	126	whole_screen		2,81157	126	126	126	126	1	178206	126	161	0				
Recording123	Messi	Messi_trials16-18	b06-constr	1	b06-constr	whole_screen	5612	389550	0				0						0				0			0	0				
Recording123	Messi	Messi_trials16-18	d02-constr	1	d02-constr	whole_screen	5429	416676	3923	1961	437	3485	2	0	437	whole_screen	whole_screen	4,27478	3923	1961	437	3485	2	0	437	4056	0				
Recording123	Messi	Messi_trials16-18	d03-dilating	1	d03-dilating	whole_screen	5595	402556	1996	499	129	1200	4	0	129	whole_screen		4,03148	2063	1031	483	1579	2	0	1579	2113	1				
Recording123	Messi	Messi_trials16-18	grey_screen	1	grey_screen	whole_screen	4579	363723	118	118	118	118	1	2177	118	whole_screen		4,29156	118	118	118	118	1	2177	118	152	0				
Recording123	Messi	Messi_trials16-18	grey_screen	2	grey_screen	whole_screen	4646	395162	2333	2333	2333	2333	1	1223	2333	whole_screen		4,2728	2333	2333	2333	2333	1	1223	2333	2350	0				
Recording123	Messi	Messi_trials16-18	grey_screen	3	grey_screen	whole_screen	4596	408150	716	358	183	533	2	3730	533	whole_screen	whole_screen	4,33242	866	866	866	866	1	3730	866	899	0				
Recording123	Messi	Messi_trials16-18	Entire Recording	1	b06-constr,Bunny_eating (online-video-cutter.com),d02-constr,d03-dilating,dog_puppy_barking,grey_screen,Our pet pheasant (online-video-cutter.com)	whole_screen	422443	0	1996	499	129	1200	4	402556	129	whole_screen		4,03148	2063	1031	483	1579	2	402556	1579	2113	1				
Recording123	Messi	Messi_trials16-18	Entire Recording	1	b06-constr,Bunny_eating (online-video-cutter.com),d02-constr,d03-dilating,dog_puppy_barking,grey_screen,Our pet pheasant (online-video-cutter.com)	whole_screen	422443	0	0				0			whole_screen			0				0			0	0				
Recording123	Messi	Messi_trials16-18	Entire Recording	1	b06-constr,Bunny_eating (online-video-cutter.com),d02-constr,d03-dilating,dog_puppy_barking,grey_screen,Our pet pheasant (online-video-cutter.com)	whole_screen	422443	0	3923	1961	437	3485	2	416676	437	whole_screen		4,27478	3923	1961	437	3485	2	416676	437	4056	0				
Recording123	Messi	Messi_trials16-18	Entire Recording	1	b06-constr,Bunny_eating (online-video-cutter.com),d02-constr,d03-dilating,dog_puppy_barking,grey_screen,Our pet pheasant (online-video-cutter.com)	whole_screen	422443	0	3168	792	118	2333	4	365899	118	whole_screen		4,28699	3317	1106	118	2333	3	365899	118	3401	0				
Recording103	Pepe	Pepe_trials19-21	d00-constr	1	d00-constr	whole_screen	5412	178495	150	75	67	83	2	2555	83	whole_screen		3,11496	150	75	67	83	2	2555	83	216	0	3772		821,29	
Recording103	Pepe	Pepe_trials19-21	grey_screen	1	grey_screen	whole_screen	5096	133984	250	83	67	100	3	409	83	whole_screen		2,77674	317	158	83	233	2	409	83	366	0				
Recording103	Pepe	Pepe_trials19-21	grey_screen	2	grey_screen	whole_screen	4579	152051	691	346	158	533	2	0	158	whole_screen		2,87302	741	741	741	741	1	0	741	741	0				
Recording103	Pepe	Pepe_trials19-21	grey_screen	3	grey_screen	whole_screen	4529	168504	1233	1233	1233	1233	1	2163	1233	whole_screen		3,01703	1233	1233	1233	1233	1	2163	1233	1250	0				
Recording103	Pepe	Pepe_trials19-21	h01-constr	1	h01-constr	whole_screen	5595	146456	2929	325	66	1550	9	0	236	whole_screen	whole_screen	3,06865	3412	1137	67	3186	3	0	3186	3445	2	4020	4103	1219,7	1228,17
Recording103	Pepe	Pepe_trials19-21	h04-dilating	1	h04-dilating	whole_screen	5595	162908	5208	744	133	2133	7	0	592	whole_screen		3,30496	5475	5475	5475	5475	1	0	5475	5475	3				
Recording103	Pepe	Pepe_trials19-21	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d00-constr,dog_puppy_barking,grey_screen,h01-constr,h04-dilating,Kitten meowing to attract cats	whole_screen	184110	0	2929	325	66	1550	9	146456	236	whole_screen		3,06865	3412	1137	67	3186	3	146456	3186	3445	2	150476	150559	1219,7	1228,17
Recording103	Pepe	Pepe_trials19-21	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d00-constr,dog_puppy_barking,grey_screen,h01-constr,h04-dilating,Kitten meowing to attract cats	whole_screen	184110	0	150	75	67	83	2	181050	83	whole_screen		3,11496	150	75	67	83	2	181050	83	216	0	182267		821,29	
Recording103	Pepe	Pepe_trials19-21	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d00-constr,dog_puppy_barking,grey_screen,h01-constr,h04-dilating,Kitten meowing to attract cats	whole_screen	184110	0	5208	744	133	2133	7	162908	592	whole_screen		3,30496	5475	5475	5475	5475	1	162908	5475	5475	3				
Recording103	Pepe	Pepe_trials19-21	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d00-constr,dog_puppy_barking,grey_screen,h01-constr,h04-dilating,Kitten meowing to attract cats	whole_screen	184110	0	2175	362	67	1233	6	134393	83	whole_screen		2,94389	2291	573	83	1233	4	134393	83	2357	0				
Recording55	Noodle	Noodle_trials10-12gs	b02-dilating	1	b02-dilating	whole_screen	5595	131367	367	183	117	250	2	2973	117	whole_screen		3,04914	367	183	117	250	2	2973	117	367	0				
Recording55	Noodle	Noodle_trials10-12gs	b09-constr	1	b09-constr	whole_screen	5429	197226	0				0						0				0			0	0				
Recording55	Noodle	Noodle_trials10-12gs	grey_screen	1	grey_screen	whole_screen	5179	114682	0				0						0				0			0	0				
Recording55	Noodle	Noodle_trials10-12gs	grey_screen	2	grey_screen	whole_screen	4596	136962	400	133	67	233	3	1363	67	whole_screen		3,04534	569	284	100	469	2	1363	469	652	0				
Recording55	Noodle	Noodle_trials10-12gs	grey_screen	3	grey_screen	whole_screen	4729	158544	0				0						0				0			0	0				
Recording55	Noodle	Noodle_trials10-12gs	h11-constr	1	h11-constr	whole_screen	5862	152682	182	182	182	182	1	0	182	whole_screen		3,01062	182	182	182	182	1	0	182	182	0				
Recording55	Noodle	Noodle_trials10-12gs	Entire Recording	1	b02-dilating,b09-constr,grey_screen,h11-constr,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	202876	0	367	183	117	250	2	134340	117	whole_screen		3,04914	367	183	117	250	2	134340	117	367	0				
Recording55	Noodle	Noodle_trials10-12gs	Entire Recording	1	b02-dilating,b09-constr,grey_screen,h11-constr,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	202876	0	182	182	182	182	1	152682	182	whole_screen		3,01062	182	182	182	182	1	152682	182	182	0				
Recording55	Noodle	Noodle_trials10-12gs	Entire Recording	1	b02-dilating,b09-constr,grey_screen,h11-constr,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	202876	0	0				0			whole_screen			0				0			0	0				
Recording55	Noodle	Noodle_trials10-12gs	Entire Recording	1	b02-dilating,b09-constr,grey_screen,h11-constr,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	202876	0	400	133	67	233	3	138325	67	whole_screen		3,04534	569	284	100	469	2	138325	469	652	0				
Recording193	Messi	Messi_trials52-54	d01-dilating	1	d01-dilating	whole_screen	5578	68511	1757	146	40	333	12	0	40	whole_screen		3,38887	3457	1729	1000	2457	2	0	2457	3474	4				
Recording193	Messi	Messi_trials52-54	d14-constr	1	d14-constr	whole_screen	5412	82549	866	124	67	200	7	2061	100	whole_screen		3,64786	2000	1000	67	1933	2	2061	1933	2100	0		3994		68,65
Recording193	Messi	Messi_trials52-54	grey_screen	1	grey_screen	whole_screen	5096	44848	2484	248	83	900	10	160	217	whole_screen		3,36186	4834	4834	4834	4834	1	160	4834	4851	1				
Recording193	Messi	Messi_trials52-54	grey_screen	2	grey_screen	whole_screen	4596	58337	2100	262	67	583	8	62	217	whole_screen		3,25382	3036	3036	3036	3036	1	62	3036	3053	2				
Recording193	Messi	Messi_trials52-54	grey_screen	3	grey_screen	whole_screen	4563	74090	833	167	100	367	5	722	100	whole_screen		3,47359	1567	1567	1567	1567	1	722	1567	1583	1				
Recording193	Messi	Messi_trials52-54	h06-dilating	1	h06-dilating	whole_screen	5612	52725	2100	191	67	517	11	1840	250	whole_screen		3,22918	3767	3767	3767	3767	1	1840	3767	3784	4				
Recording193	Messi	Messi_trials52-54	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-dilating,d14-constr,dog_puppy_barking,grey_screen,h06-dilating,Kitten meowing to attract cats	whole_screen	88166	0	866	124	67	200	7	84610	100	whole_screen		3,64786	2000	1000	67	1933	2	84610	1933	2100	0		86543		68,65
Recording193	Messi	Messi_trials52-54	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-dilating,d14-constr,dog_puppy_barking,grey_screen,h06-dilating,Kitten meowing to attract cats	whole_screen	88166	0	2100	191	67	517	11	54565	250	whole_screen		3,22918	3767	3767	3767	3767	1	54565	3767	3784	4				
Recording193	Messi	Messi_trials52-54	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-dilating,d14-constr,dog_puppy_barking,grey_screen,h06-dilating,Kitten meowing to attract cats	whole_screen	88166	0	5417	236	67	900	23	45008	217	whole_screen		3,33716	9437	3146	1567	4834	3	45008	4834	9487	4				
Recording193	Messi	Messi_trials52-54	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-dilating,d14-constr,dog_puppy_barking,grey_screen,h06-dilating,Kitten meowing to attract cats	whole_screen	88166	0	1757	146	40	333	12	68511	40	whole_screen		3,38887	3457	1729	1000	2457	2	68511	2457	3474	4				
Recording64	jazz	Jazz_session_1	b00-dilating	1	b00-dilating	whole_screen	5629	253238	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	b01-dilating	1	b01-dilating	whole_screen	5612	354550	947	118	67	234	8	21	117	whole_screen		2,5151	5575	5575	5575	5575	1	21	5575	5592	1				
Recording64	jazz	Jazz_session_1	b10-dilating	1	b10-dilating	whole_screen	5629	282479	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	b14-constr	1	b14-constr	whole_screen	5612	342394	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	d10-dilating	1	d10-dilating	whole_screen	5628	298266	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	grey_screen	1	grey_screen	whole_screen	5095	229725	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	grey_screen	2	grey_screen	whole_screen	4596	258867	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	grey_screen	3	grey_screen	whole_screen	4579	288108	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	grey_screen	4	grey_screen	whole_screen	4563	303894	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	grey_screen	5	grey_screen	whole_screen	4596	348006	0				0						0				0			0	0				
Recording64	jazz	Jazz_session_1	grey_screen	6	grey_screen	whole_screen	4563	360162	67	67	67	67	1	285	67	whole_screen		2,07186	67	67	67	67	1	285	67	100	0				
Recording64	jazz	Jazz_session_1	h09-dilating	1	h09-dilating	whole_screen	5446	368637	2365	124	67	241	19	0	109	whole_screen	whole_screen	2,60646	5446	5446	5446	5446	1	0	5446	5446	6				
Recording64	jazz	Jazz_session_1	Entire Recording	1	b00-dilating,b01-dilating,b10-dilating,b14-constr,Bunny_eating,d10-dilating,grey_screen,h09-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Male Duck “Quacking”,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Squirrel alarm call	whole_screen	374282	0	0				0			whole_screen			0				0			0	0				
Recording64	jazz	Jazz_session_1	Entire Recording	1	b00-dilating,b01-dilating,b10-dilating,b14-constr,Bunny_eating,d10-dilating,grey_screen,h09-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Male Duck “Quacking”,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Squirrel alarm call	whole_screen	374282	0	947	118	67	234	8	354571	117	whole_screen		2,5151	5575	5575	5575	5575	1	354571	5575	5592	1				
Recording64	jazz	Jazz_session_1	Entire Recording	1	b00-dilating,b01-dilating,b10-dilating,b14-constr,Bunny_eating,d10-dilating,grey_screen,h09-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Male Duck “Quacking”,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Squirrel alarm call	whole_screen	374282	0	0				0			whole_screen			0				0			0	0				
Recording64	jazz	Jazz_session_1	Entire Recording	1	b00-dilating,b01-dilating,b10-dilating,b14-constr,Bunny_eating,d10-dilating,grey_screen,h09-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Male Duck “Quacking”,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Squirrel alarm call	whole_screen	374282	0	0				0			whole_screen			0				0			0	0				
Recording64	jazz	Jazz_session_1	Entire Recording	1	b00-dilating,b01-dilating,b10-dilating,b14-constr,Bunny_eating,d10-dilating,grey_screen,h09-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Male Duck “Quacking”,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Squirrel alarm call	whole_screen	374282	0	0				0			whole_screen			0				0			0	0				
Recording64	jazz	Jazz_session_1	Entire Recording	1	b00-dilating,b01-dilating,b10-dilating,b14-constr,Bunny_eating,d10-dilating,grey_screen,h09-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Male Duck “Quacking”,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Squirrel alarm call	whole_screen	374282	0	2365	124	67	241	19	368637	109	whole_screen		2,60646	5446	5446	5446	5446	1	368637	5446	5446	6				
Recording64	jazz	Jazz_session_1	Entire Recording	1	b00-dilating,b01-dilating,b10-dilating,b14-constr,Bunny_eating,d10-dilating,grey_screen,h09-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Male Duck “Quacking”,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Squirrel alarm call	whole_screen	374282	0	67	67	67	67	1	360446	67	whole_screen		2,07186	67	67	67	67	1	360446	67	100	0				
